TSC_CCS Type,TSC_CCS Code,Sector,TSC_CCS Category,TSC_CCS Title,TSC_CCS Description,Proficiency Level,Proficiency Description,Knowledge / Ability Classification,Knowledge / Ability Items
tsc,WST-QUA-4013-1.1,Wholesale Trade,Quality Assurance and Quality Control (QA & QC) Management,Quality Assurance Management,Establish and implement quality assurance (QA) parameters and procedures to ensure compliance with the organisation's Quality Management System (QMS) requirements,4,Establish quality assurance (QA) procedures to review QA performance against organisational quality targets and to investigate non-conformances,ability,Develop QA procedures in compliance with regulatory and QMS requirements
tsc,WST-QUA-4013-1.1,Wholesale Trade,Quality Assurance and Quality Control (QA & QC) Management,Quality Assurance Management,Establish and implement quality assurance (QA) parameters and procedures to ensure compliance with the organisation's Quality Management System (QMS) requirements,4,Establish quality assurance (QA) procedures to review QA performance against organisational quality targets and to investigate non-conformances,ability,Analyse customer complaints to identify contributing factors and escalate issues
tsc,WST-QUA-4013-1.1,Wholesale Trade,Quality Assurance and Quality Control (QA & QC) Management,Quality Assurance Management,Establish and implement quality assurance (QA) parameters and procedures to ensure compliance with the organisation's Quality Management System (QMS) requirements,4,Establish quality assurance (QA) procedures to review QA performance against organisational quality targets and to investigate non-conformances,knowledge,Methods of defining quality assurance data ranges and parameters
tsc,WST-QUA-4013-1.1,Wholesale Trade,Quality Assurance and Quality Control (QA & QC) Management,Quality Assurance Management,Establish and implement quality assurance (QA) parameters and procedures to ensure compliance with the organisation's Quality Management System (QMS) requirements,4,Establish quality assurance (QA) procedures to review QA performance against organisational quality targets and to investigate non-conformances,knowledge,Organisational quality objectives
tsc,WST-QUA-4013-1.1,Wholesale Trade,Quality Assurance and Quality Control (QA & QC) Management,Quality Assurance Management,Establish and implement quality assurance (QA) parameters and procedures to ensure compliance with the organisation's Quality Management System (QMS) requirements,4,Establish quality assurance (QA) procedures to review QA performance against organisational quality targets and to investigate non-conformances,ability,Develop data collection processes and procedures
tsc,WST-QUA-4013-1.1,Wholesale Trade,Quality Assurance and Quality Control (QA & QC) Management,Quality Assurance Management,Establish and implement quality assurance (QA) parameters and procedures to ensure compliance with the organisation's Quality Management System (QMS) requirements,4,Establish quality assurance (QA) procedures to review QA performance against organisational quality targets and to investigate non-conformances,ability,Supervise and verify the measurement of QA performance against required specifications
tsc,WST-QUA-4013-1.1,Wholesale Trade,Quality Assurance and Quality Control (QA & QC) Management,Quality Assurance Management,Establish and implement quality assurance (QA) parameters and procedures to ensure compliance with the organisation's Quality Management System (QMS) requirements,4,Establish quality assurance (QA) procedures to review QA performance against organisational quality targets and to investigate non-conformances,ability,Investigate non-conformances and review the effectiveness of corrective and preventive actions
tsc,WST-QUA-4013-1.1,Wholesale Trade,Quality Assurance and Quality Control (QA & QC) Management,Quality Assurance Management,Establish and implement quality assurance (QA) parameters and procedures to ensure compliance with the organisation's Quality Management System (QMS) requirements,4,Establish quality assurance (QA) procedures to review QA performance against organisational quality targets and to investigate non-conformances,knowledge,Organisational regulatory and Quality Management System (QMS) requirements
tsc,WST-QUA-4013-1.1,Wholesale Trade,Quality Assurance and Quality Control (QA & QC) Management,Quality Assurance Management,Establish and implement quality assurance (QA) parameters and procedures to ensure compliance with the organisation's Quality Management System (QMS) requirements,4,Establish quality assurance (QA) procedures to review QA performance against organisational quality targets and to investigate non-conformances,ability,Supervise and resolve any issues with QA data
tsc,WST-QUA-4013-1.1,Wholesale Trade,Quality Assurance and Quality Control (QA & QC) Management,Quality Assurance Management,Establish and implement quality assurance (QA) parameters and procedures to ensure compliance with the organisation's Quality Management System (QMS) requirements,4,Establish quality assurance (QA) procedures to review QA performance against organisational quality targets and to investigate non-conformances,ability,Conduct quality system audits
tsc,WST-QUA-4013-1.1,Wholesale Trade,Quality Assurance and Quality Control (QA & QC) Management,Quality Assurance Management,Establish and implement quality assurance (QA) parameters and procedures to ensure compliance with the organisation's Quality Management System (QMS) requirements,4,Establish quality assurance (QA) procedures to review QA performance against organisational quality targets and to investigate non-conformances,knowledge,Methods of analysing customer complaints
