TSC Code,Sector,TSC_CCS Category,TSC_CCS Title,TSC_CCS Description,TSC_CCS Type
ACC-CFI-5002-1.1,Accountancy,Financial and Transaction Management,Financial Management,Ensure healthy finance to aid business growth and operations,tsc
ACC-CFI-5004-1.1,Accountancy,Financial and Transaction Management,Treasury Management,Balance and optimise the organisation's cash needs and cash balances and determine the optimal financing of working capital,tsc
ACC-CFI-5005-1.1,Accountancy,Financial and Transaction Management,Valuation,Perform valuation for business and financial assets for deal structuring,tsc
ACC-CFI-6001-1.1,Accountancy,Financial and Transaction Management,Capital Raising,Acquire or raise capital and funds to carry out organisational goals and objectives,tsc
ACC-CFI-6002-1.1,Accountancy,Financial and Transaction Management,Financial Management,Ensure healthy finance to aid business growth and operations,tsc
ACC-CFI-6004-1.1,Accountancy,Financial and Transaction Management,Treasury Management,Balance and optimise the organisation's cash needs and cash balances and determine the optimal financing of working capital,tsc
ACC-CRP-2002-1.1,Accountancy,Financial and Transaction Management,Financial Closing,Carry out month-end closing and reconciliation to ensure financial records are maintained properly,tsc
ACC-CRP-2003-1.1,Accountancy,Financial and Transaction Management,Financial Reporting,Prepare general-purpose financial statements and disclosure notes in accordance with applicable financial reporting framework,tsc
ACC-CRP-2006-1.1,Accountancy,Financial and Transaction Management,Financial Transactions,Prepare business documentation and cash balances,tsc
ACC-CRP-3002-1.1,Accountancy,Financial and Transaction Management,Financial Closing,Carry out month-end closing and reconciliation to ensure financial records are maintained properly,tsc
ACC-CRP-3003-1.1,Accountancy,Financial and Transaction Management,Financial Reporting,Prepare general-purpose financial statements and disclosure notes in accordance with applicable financial reporting framework,tsc
ACC-CRP-3004-1.1,Accountancy,Financial and Transaction Management,Financial Reporting Quality,Establish internal control framework for audit purposes,tsc
ACC-CRP-3005-1.1,Accountancy,Financial and Transaction Management,Financial Statements Analysis,Analyse financial statements in accordance with the applicable frameworks,tsc
ACC-CRP-3006-1.1,Accountancy,Financial and Transaction Management,Financial Transactions,Prepare business documentation and cash balances,tsc
ACC-CRP-3009-1.1,Accountancy,Financial and Transaction Management,Transactional Accounting,Apply transactional accounting to record financial events,tsc
ACC-CRP-4001-1.1,Accountancy,Financial and Transaction Management,Accounting Standards,Apply financial reporting framework prescribed by the relevant governing body to ensure all transactions meet regulatory requirements,tsc
ACC-CRP-4002-1.1,Accountancy,Financial and Transaction Management,Financial Closing,Carry out month-end closing and reconciliation to ensure financial records are maintained properly,tsc
ACC-CRP-4003-1.1,Accountancy,Financial and Transaction Management,Financial Reporting,Prepare general-purpose financial statements and disclosure notes in accordance with applicable financial reporting framework,tsc
ACC-CRP-4004-1.1,Accountancy,Financial and Transaction Management,Financial Reporting Quality,Establish internal control framework for audit purposes,tsc
ACC-CRP-4005-1.1,Accountancy,Financial and Transaction Management,Financial Statements Analysis,Analyse financial statements in accordance with the applicable frameworks,tsc
ACC-CRP-4007-1.1,Accountancy,Financial and Transaction Management,Group Accounting and Consolidation,Apply group accounting and consolidation of separate organisations to create a single entity,tsc
ACC-CRP-4009-1.1,Accountancy,Financial and Transaction Management,Transactional Accounting,Apply transactional accounting to record financial events,tsc
ACC-CRP-5001-1.1,Accountancy,Financial and Transaction Management,Accounting Standards,Apply financial reporting framework prescribed by the relevant governing body to ensure all transactions meet regulatory requirements,tsc
ACC-CRP-5003-1.1,Accountancy,Financial and Transaction Management,Financial Reporting,Prepare general-purpose financial statements and disclosure notes in accordance with applicable financial reporting framework,tsc
ACC-CRP-5004-1.1,Accountancy,Financial and Transaction Management,Financial Reporting Quality,Establish internal control framework for audit purposes,tsc
ACC-CRP-5005-1.1,Accountancy,Financial and Transaction Management,Financial Statements Analysis,Analyse financial statements in accordance with the applicable frameworks,tsc
ACC-CRP-5007-1.1,Accountancy,Financial and Transaction Management,Group Accounting and Consolidation,Apply group accounting and consolidation of separate organisations to create a single entity,tsc
ACC-CRP-6001-1.1,Accountancy,Financial and Transaction Management,Accounting Standards,Apply financial reporting framework prescribed by the relevant governing body to ensure all transactions meet regulatory requirements,tsc
ACC-CRP-6003-1.1,Accountancy,Financial and Transaction Management,Financial Reporting,Prepare general-purpose financial statements and disclosure notes in accordance with applicable financial reporting framework,tsc
ACC-CRP-6004-1.1,Accountancy,Financial and Transaction Management,Financial Reporting Quality,Establish internal control framework for audit purposes,tsc
ACC-CRP-6005-1.1,Accountancy,Financial and Transaction Management,Financial Statements Analysis,Analyse financial statements in accordance with the applicable frameworks,tsc
ACC-MAC-2016-1.1,Accountancy,Financial and Transaction Management,Transaction Due Diligence,"Perform reviews to verify details on investors, investments, products and deals prior to finalising transactions",tsc
ACC-MAC-3002-1.1,Accountancy,Financial and Transaction Management,Capital Expenditure and Investment Evaluation,"Assess investments based on alignment with strategies, affordability, acceptable returns and prioritisation of options",tsc
ACC-MAC-3003-1.1,Accountancy,Financial and Transaction Management,Cost Management,"Analyse, plan and manage costs for cost efficiency and expense reduction",tsc
ACC-MAC-3004-1.1,Accountancy,Financial and Transaction Management,Financial Analysis,Analyse the financial statements and data to provide insights about the financial performance and position of the organisation over time,tsc
ACC-MAC-3005-1.1,Accountancy,Financial and Transaction Management,Financial Planning,Evaluate and develop budget in line with organisation's strategies and plans,tsc
ACC-MAC-3011-1.1,Accountancy,Financial and Transaction Management,Cash Flow Management,Manage and maintain business units' cash flow by consolidating data and performing analysis on cash inflow and outflow,tsc
ACC-MAC-3012-1.1,Accountancy,Financial and Transaction Management,Claims Management,"Coordinate and carry out timely and accurate adjudication, validation and disbursement of claims proceeds to creditors",tsc
ACC-MAC-3013-1.1,Accountancy,Financial and Transaction Management,Credit Risk Management,"Establishing the organisation's financial and credit policies and frameworks to identify, assess and manage the organisation's credit risk exposure",tsc
ACC-MAC-3014-1.1,Accountancy,Financial and Transaction Management,Debt Restructuring,Assess processes to address risk of default on existing debt or evaluate opportunities to take advantage of lower available interest rates through debt restructuring,tsc
ACC-MAC-3015-1.1,Accountancy,Financial and Transaction Management,Restructuring Insolvency Advisory,Advise on restructuring and insolvency processes to ensure statutory deadlines are met and review the treatment of debtors to align with insolvency proceedings,tsc
ACC-MAC-3016-1.1,Accountancy,Financial and Transaction Management,Transaction Due Diligence,"Perform reviews to verify details on investors, investments, products and deals prior to finalising transactions",tsc
ACC-MAC-4002-1.1,Accountancy,Financial and Transaction Management,Capital Expenditure and Investment Evaluation,"Assess investments based on alignment with strategies, affordability, acceptable returns and prioritisation of options",tsc
ACC-MAC-4003-1.1,Accountancy,Financial and Transaction Management,Cost Management,"Analyse, plan and manage costs for cost efficiency and expense reduction",tsc
ACC-MAC-4004-1.1,Accountancy,Financial and Transaction Management,Financial Analysis,Analyse the financial statements and data to provide insights about the financial performance and position of the organisation over time,tsc
ACC-MAC-4005-1.1,Accountancy,Financial and Transaction Management,Financial Planning,Evaluate and develop budget in line with organisation's strategies and plans,tsc
